en,gu
सिंधी,"કોઈપણ હેતુ માટે મેન્યુઅલ ડીકોડ, ડિક્રિપ્ટ, સંશોધિત અથવા રિવર્સ એન્જિનિયર પ્રમાણપત્ર અથવા અંતર્ગત અલ્ગોરિધમ્સ અથવા સ્વચાલિત ઉપકરણ અથવા પ્રક્રિયા"
बोडो,"તમે સાઇટ દ્વારા સહભાગીઓની નોંધણી કરવા માટે બૉટ તકનીકનો ઉપયોગ કરશો નહીં; શંકાના નિવારણ માટે, આ તમને સાઇટ પર સ્વયંસંચાલિત સ્ક્રિપ્ટ આધારિત અથવા સ્વચાલિત સોફ્ટવેરનો ઉપયોગ કરવાથી વિશેષરૂપે પ્રતિબંધિત કરે છે, અને તમને કોઈપણ સુરક્ષા માપદંડ, એક્સેસ કંટ્રોલ સિસ્ટમ અથવા સાઇટ પર અન્ય તકનીકી નિયંત્રણ અથવા માપને અટકાવવાથી પ્રતિબંધિત કરે છે જેનો ઉપયોગ ભાગીદારીને લાગુ કરવા માટે થાય છે."
मैथिली,મર્યાદા અથવા એક મોબાઇલ નંબર સાથે સંકળાયેલ સહભાગીઓના નિયમોની નોંધણીની અખંડિતતા જાળવવા
মণিপুরী,VII.
संथाली,બૌદ્ધિક સંપત્તિ અધિકારો
اردو,અમે સાઇટ અને સામગ્રીમાં બૌદ્ધિક સંપદા અધિકારો ધરાવીએ છીએ.
کٲشُر,અમે કોઈપણ સમયે સાઇટની સામગ્રી અને સુવિધાઓ બદલી શકીએ છીએ.
About,"સાઈટ પર પ્રદર્શિત થયેલ રજિસ્ટર્ડ અને અનરજિસ્ટર્ડ ટ્રેડમાર્ક્સ, લોગો અને સર્વિસ માર્કસ અમારી અથવા અમારા લાઇસન્સર્સની માલિકીના છે."
Resources,"તમે અમારી પૂર્વ લેખિત પરવાનગી વિના કોઈપણ રીતે અમારા ટ્રેડમાર્ક, લોગો અને સર્વિસ માર્કસનો ઉપયોગ કરી શકશો નહીં."
Resources,આ વેબસાઈટ પર દર્શાવવામાં આવેલી સામગ્રીને મફતમાં પુનઃઉત્પાદિત કરી શકાય છે.
Vaccination Schedule,"જો કે, સાઇટના કોઈપણ ભાગ અને કોઈપણ સામગ્રીની નકલ, પુનઃપ્રકાશિત, પુનઃઉત્પાદન, અપલોડ, પોસ્ટ, સાર્વજનિક રૂપે પ્રદર્શિત, એન્કોડેડ, અનુવાદ, પ્રસારિત અથવા કોઈપણ રીતે કોઈપણ અન્ય કમ્પ્યુટર, સર્વર, વેબ સાઇટ અથવા પ્રકાશન માટેના અન્ય માધ્યમ પર વિતરિત કરી શકાશે નહીં."
Dashboard,અપમાનજનક રીતે અથવા ભ્રામક સંદર્ભમાં.
Dashboard,"તમે સાઇટ પર ઉપલબ્ધ માહિતીનો ઉપયોગ કરી શકો છો, જો તમે (1) આવી માહિતીનો ઉપયોગ ફક્ત તમારા વ્યક્તિગત, બિન-વ્યાવસાયિક માહિતીના હેતુ માટે કરશો અને આવી માહિતીને કોઈપણ નેટવર્ક કમ્પ્યુટર પર કૉપિ અથવા પોસ્ટ કરશો નહીં અથવા કોઈપણ મીડિયામાં પ્રસારિત કરશો નહીં, (2) આવી કોઈપણ માહિતી અને આવા દસ્તાવેજો અને સામગ્રીને લગતી કોઈપણ વધારાની રજૂઆતો અથવા વોરંટીઓમાં કોઈ ફેરફાર કરશો નહીં."
Mission Utkarsh,"જ્યાં પણ સામગ્રી પ્રકાશિત કરવામાં આવી રહી છે અથવા અન્યને જારી કરવામાં આવી રહી છે, ત્યાં સ્ત્રોતને સ્પષ્ટપણે સ્વીકારવું આવશ્યક છે."
Helpdesk,"જો કે, આ સામગ્રીનું પુનઃઉત્પાદન કરવાની પરવાનગી એવી કોઈપણ સામગ્રી સુધી વિસ્તરશે નહીં કે જેને તૃતીય પક્ષના કોપીરાઈટ તરીકે ઓળખવામાં આવે. VIII. બહુભાષી ઇન્ટરફેસની મર્યાદાઓ"
Beneficiary Redressal,પોશન ટ્રેકર પોર્ટલ અને એપ ચાબોટ પરના અનુવાદો તૃતીય પક્ષ અનુવાદકો દ્વારા કરવામાં આવે છે.
State Helpdesk,"જ્યારે અનુવાદો શ્રેષ્ઠ પ્રયાસના આધારે કરવામાં આવે છે, ત્યારે કેટલાક ભાગો ખોટા હોઈ શકે છે."
FAQ,વેબસાઇટ પરની અમુક ફાઇલો અને અન્ય વસ્તુઓનું ભાષાંતર કરી શકાતું નથી.
Poshan Calculator,"વધુમાં, ભાષાંતર પર, કેટલીક એપ્લિકેશનો અને/અથવા સેવાઓ ભાષા અવરોધોને લીધે, અપેક્ષા મુજબ કાર્ય કરી શકશે નહીં."
Login,"અમે આ પોર્ટલ પર પ્રદાન કરવામાં આવેલ અનુવાદોમાં કોઈપણ ભૂલો, ભૂલો અથવા અસ્પષ્ટતાઓને સુધારવા માટે સતત કામ કરી રહ્યા છીએ. IX. લિંક્સ"
Careers At Poshan Tracker,"સાઇટમાં અન્ય વેબસાઇટ્સની લિંક્સ હોઈ શકે છે જે અમારી માલિકીની, જાળવણી અથવા સંચાલિત ન હોઈ શકે."
We believe in building doers.,"હકીકત એ છે કે આ વેબસાઇટ્સ લિંક છે, અમારા તરફથી આ વેબસાઇટ્સનું કોઈ સમર્થન સૂચવતું નથી, કારણ કે આ વેબસાઇટ્સ પર અમારું કોઈ નિયંત્રણ છે."
Poshan Tracker is a project of Ministry of Women and Child Development.,અમે કોઈપણ સામગ્રી અથવા આ વેબસાઇટ્સની પ્રાઇવસી પ્રથાઓ સહિત આ વેબસાઇટ્સ માટે જવાબદાર નથી.
Digital India Corporation is the technical partner of MoWCD.,અમે તમને આ વેબસાઇટ્સના ઉપયોગની શરતોથી પોતાને પરિચિત કરવા માટે ભારપૂર્વક પ્રોત્સાહિત કરીએ છીએ.
Poshan Tracker focuses on eradication of malnutrition from India.,આ વેબસાઇટ્સનો તમારો ઉપયોગ તમારા પોતાના જોખમ અને જોખમ પર છે.
It serves as a mechanism to monitor and improvise on the service delivery under Poshan Abhiyaan.,"તમે જે લિંક્સ પસંદ કરો છો અથવા તમે ડાઉનલોડ કરી શકો છો તે કોઈપણ સોફ્ટવેર વાયરસ, વોર્મ્સ, ટ્રોજન હોર્સ, ખામીઓ, ડેટ બોમ્બ, ટાઇમ બોમ્બ અને અન્ય અથવા અન્ય કમ્પ્યુટર પ્રોગ્રામિંગ દિનચર્યાઓથી મુક્ત છે તેની ખાતરી કરવા માટે તે ફક્ત તમારા પર નિર્ભર છે."
Job openings,વિનાશક પ્રકૃતિનું
Support,એક્સ.
14408,ભારત બહારથી એક્સેસ
support-poshantrackr@gov.,આ સાઇટ ભારતમાં રહેતા લોકો માટે નિર્દેશિત છે.
in,અમે એવું પ્રતિનિધિત્વ કરતા નથી કે સાઇટ પર અથવા તેના દ્વારા ઉપલબ્ધ સામગ્રી યોગ્ય છે અથવા અન્ય સ્થળોએ ઉપલબ્ધ છે.
Download Mobile App,અમે કોઈપણ સમયે કોઈપણ વ્યક્તિ અથવા ભૌગોલિક વિસ્તાર માટે સાઇટ અથવા સાઇટ પર વર્ણવેલ કોઈપણ સેવા અથવા ઉત્પાદનની ઉપલબ્ધતાને મર્યાદિત કરી શકીએ છીએ.
Powered By,"જો તમે ભારતની બહારથી સાઇટને એક્સેસ કરવાનું પસંદ કરો છો, તો તમે તમારા પોતાના જોખમે આમ કરો છો. XI. આ શરતોનું ઉલ્લંઘન"
About,અમે સાઇટના અનધિકૃત ઉપયોગ સહિત આ શરતોના કોઈપણ ઉલ્લંઘનની તપાસ કરી શકીએ છીએ.
Resources,અમે કાયદાના અમલીકરણને તમારી કોઈપણ તપાસ અથવા કાર્યવાહીમાં મદદ કરવા માટે તમારા વ્યવહારોથી સંબંધિત તમે અમને પ્રદાન કરેલી માહિતી પ્રદાન કરી શકીએ છીએ.
Dashboard,અમને યોગ્ય લાગે તે અમે કાનૂની પગલાં લઈ શકીએ છીએ.
Helpdesk,"જો અમે નિર્ધારિત કરીએ કે તમે આ શરતો અથવા કાયદાનું ઉલ્લંઘન કર્યું છે, અથવા અન્ય કોઈ કારણસર અથવા કોઈ કારણસર, અમે તમારા એકાઉન્ટને અવરોધિત કરી શકીએ છીએ અને તમને સૂચના આપ્યા વિના કોઈપણ સમયે સાઇટને ઍક્સેસ કરવાથી અટકાવીશું. XII. ફરી-વિતરણ"
FAQ,અધિકૃત સંસ્થાઓ એપીઆઈ/નો-કોડ વેબપેજ એકીકરણ દ્વારા ઍક્સેસ કરવામાં સક્ષમ હોય તેવા કોઈપણ ડેટાને ફરીથી વિતરિત કરશે નહીં અને ખાતરી કરશે કે આવા તમામ ડેટાનું એકીકરણ પોશન ટ્રેકર દ્વારા પ્રદાન કરવામાં આવતી ચોક્કસ સેવાઓ સુધી ફરજિયાતપણે મર્યાદિત હોવું જોઈએ.
Poshan Calculator,"કોઈ પણ સંજોગોમાં, સંસ્થાએ સરકારના પોષણ અભિયાનના ભાગ રૂપે એકત્ર કરાયેલ ડેટાનો ઉપયોગ કોઈપણ હેતુ માટે કરવો જોઈએ નહીં. XIII. કાયદાનું પાલન, તૃતીય પક્ષના અધિકારો અને સેવાની અન્ય શરતો"
Terms of Service,"અધિકૃત સંસ્થાઓ ભારત સરકાર દ્વારા સ્થાપિત તમામ લાગુ કાયદાઓ, નિયમન, નીતિઓ અને તૃતીય-પક્ષ અધિકારો (જેમાં અને મર્યાદા વિના, ડેટા અથવા સૉફ્ટવેરની આયાત અથવા નિકાસ સંબંધિત કોઈપણ કાયદાઓ, પ્રાઇવસી અને સ્થાનિક કાયદાઓ સહિત) નું પાલન કરશે."
Privacy Policy,આ સંસ્થાઓ પોશન ટ્રેકર સાથેની આ શરતો સહિતની ગેરકાયદેસર પ્રવૃત્તિ અથવા તૃતીય-પક્ષ અધિકારોના ઉલ્લંઘનને પ્રોત્સાહિત કરવા અથવા પ્રોત્સાહન આપવા APIs/ નો-કોડ વેબપેજ એકીકરણનો ઉપયોગ કરશે નહીં. XIV. તૃતીય પક્ષ સિસ્ટમો દ્વારા પ્રદાન કરવામાં આવેલ ડેટાની ચોકસાઈ
Careers,"પોશન ટ્રેકર પાસેથી ડેટા એકત્ર કરતા અને વપરાશકર્તાઓને પ્રદર્શિત કરતા ASP આવા ડેટાની શુદ્ધતા માટે અને આ રીતે પ્રદાન કરવામાં આવેલ કોઈપણ ડેટામાંથી ઉદ્ભવતી કોઈપણ જવાબદારી માટે સંપૂર્ણપણે જવાબદાર રહેશે, તે સંપૂર્ણપણે આવા તૃતીય પક્ષની સાથે રહેશે."
Copyright@2023  Poshan Tracker.,"કોઈપણ ખોટા ડેટાને કારણે ઉદ્ભવતી કોઈપણ જવાબદારીઓ સિવિલ અથવા ફોજદારી, ફક્ત સંબંધિત ASP પાસે જ રહેશે. XV. ક્ષતિપૂર્તિ અને જવાબદારીની મર્યાદા"
All rights reserved,"તમે હાનિકારક પોશન ટ્રેકર અને તેના આનુષંગિકો, તેના અધિકારીઓ, નિર્દેશકો, કર્મચારીઓ અને એજન્ટો, કોઈપણ અને તમામ દાવાઓ, નુકસાની, જવાબદારીઓ, નુકસાન, જવાબદારીઓ, ખર્ચ અથવા દેવું સહિત અને ખર્ચ સહિતની સામે અને તેની વિરુદ્ધમાં બચાવ, નુકસાન ભરપાઈ કરવા અને પકડી રાખવા માટે સંમત થાઓ છો, પરંતુ મર્યાદિત નથી."
You need to enable JavaScript to run this app.,કોઈપણ આરોપ અથવા તૃતીય-પક્ષ કાનૂની કાર્યવાહીથી સંબંધિત એટર્ની ફી આનાથી ઉદ્ભવતા હદ સુધી:
Poshan Helpline:,સાઇટ અને સેવાનો તમારો ઉપયોગ અને ઍક્સેસ;
14408,આ કરારની કોઈપણ મુદતનું તમારું ઉલ્લંઘન;
JanAndolan,"કોઈપણ તૃતીય પક્ષના અધિકારનું તમારું ઉલ્લંઘન, જેમાં મર્યાદા વિના, કોઈપણ કોપીરાઈટ, મિલકત અથવા પ્રાઇવસી અધિકારનો સમાવેશ થાય છે; અથવા"
ABHA (Health ID),કોઈપણ દાવો કે તમારી વપરાશકર્તા સામગ્રીએ તૃતીય પક્ષને નુકસાન પહોંચાડ્યું છે.
Language,આ સંરક્ષણ અને વળતરની જવાબદારી આ કરાર અને સેવા અને વેબસાઇટ/એપના તમારા ઉપયોગથી બચી જશે. XVI. અધિકારક્ષેત્ર
English,સાઇટનો તમારો ઉપયોગ અને સાઇટના આવા ઉપયોગથી ઉદ્ભવતા કોઈપણ વિવાદ ભારતના કાયદાને આધીન છે અને અધિકારક્ષેત્રનું સ્થાન નવી દિલ્હી હશે.
हिंदी,મદદ
ગુજરાતી,14408
મરાઠી,support-poshantrackr@gov.
ಕನ್ನಡ,in
മലയാളം,મોબાઈલ એપ ડાઉનલોડ કરો
தமிழ்,Powered By
తెలుగు,વિશે
বাংলা,સંસાધનો
অসমীয়া,ડેશબોર્ડ
ਪੰਜਾਬੀ,હેલ્પડેસ્ક
ଓଡ଼ିଆ,વારંવાર પૂછાતા પ્રશ્નો
नेपाली,પોષણ કેલ્ક્યુલેટર
डोगरी,સેવાની શરતો
कोंकणी,પ્રાઇવસી પોલિસી
सिंधी,કારકિર્દ
बोडो,Copyright@2023  Poshan Tracker.
मैथिली,All rights reserved
মণিপুরী,You need to enable JavaScript to run this app.
संथाली,Poshan Helpline:
اردو,14408
کٲشُر,JanAndolan
About,ABHA (હેલ્થ ID)
Resources,ભાષા
Resources,English
Vaccination Schedule,हिंदी
Dashboard,ગુજરાતી
Dashboard,મરાઠી
Mission Utkarsh,ಕನ್ನಡ
Helpdesk,മലയാളം
Beneficiary Redressal,தமிழ்
State Helpdesk,తెలుగు
FAQ,বাংলা
Poshan Calculator,অসমীয়া
Login,ਪੰਜਾਬੀ
Video Conference,ଓଡ଼ିଆ
Monday to Friday,नेपाली
|,डोगरी
4:15 PM to 5:15 PM,कोंकणी
Book VC,सिंधी
Get In Touch,बोडो
"Ministry of Women and Child Development, Government of India, Shastri Bhawan, New Delhi",मैथिली
support-poshantrackr[at]gov[dot]in,মণিপুরী
Support,संथाली
14408,اردو
support-poshantrackr@gov.,کٲشُر
in,વિશે
Download Mobile App,સંસાધનો
Powered By,સંસાધનો
About,રસીકરણ શેડ્યૂલ
Resources,ડેશબોર્ડ
Dashboard,ડેશબોર્ડ
Helpdesk,Mission Utkarsh
FAQ,હેલ્પડેસ્ક
Poshan Calculator,લાભાર્થી અસંતોષ નિવારણ
Terms of Service,રાજ્ય હેલ્પડેસ્ક
Privacy Policy,વારંવાર પૂછાતા પ્રશ્નો
Careers,લાભાર્થી અસંતોષ નિવારણ
Copyright@2023  Poshan Tracker.,પ્રવેશ
All rights reserved,પ્રાઇવસી પોલિસી
,20 ડિસેમ્બર 2021
,"પોષણ અભિયાન એ બાળકો, કિશોરો, સગર્ભા સ્ત્રીઓ અને સ્તનપાન કરાવતી માતાઓ માટે ટેક્નોલૉજી, લક્ષિત અભિગમ અને કન્વર્જન્સનો ઉપયોગ કરીને પોષણના પરિણામોને સુધારવા માટેનો ભારતનો મુખ્ય કાર્યક્રમ છે."
,"પોશન ટ્રેકર પોર્ટલ અથવા એપ ભારત સરકારના મહિલા અને બાળ વિકાસ મંત્રાલય દ્વારા સંચાલિત થાય છે, જેને પછીથી ""MWCD"", ""અમારા"", ""અમે"", ""અમે"" તરીકે ઓળખવામાં આવે છે જેમાં અન્ય વિભાગો અને વિભાગોનો સંદર્ભ શામેલ હશે કાર્યક્રમ/ ઝુંબેશ."
,"આ પોલિસીમાં પોશન ટ્રેકર પોર્ટલ અથવા એપના સંદર્ભોમાં પોશન ટ્રેકર અથવા અન્ય કોઈપણ એપ્સ અથવા પોર્ટલનો સમાવેશ થાય છે કે જે APIs/સંબંધિત સાઇટ્સ, એપ્સ, કોમ્યુનિકેશન્સ અને સેવાઓ (""સેવાઓ"") દ્વારા પોશાન ટ્રેકર સાથે સંકલિત કરવામાં આવે છે, જે પછીથી સામૂહિક રીતે ""પોશન ટ્રેકર અથવા સિસ્ટમ"" તરીકે ઓળખવામાં આવે છે."
,”
,જ્યારે તમે અમારી સેવાઓનો ઉપયોગ કરો છો ત્યારે અમારી પ્રાઇવસી પોલિસી લાગુ થાય છે (નીચે વર્ણવેલ).
,"આ પ્રાઇવસી પોલિસી અમે કઈ માહિતી એકત્રિત કરીએ છીએ, અમે તેને શા માટે એકત્રિત કરીએ છીએ અને તેનો ઉપયોગ અને શેર કેવી રીતે કરવામાં આવે છે તે સમજવામાં તમને મદદ કરવા માટે છે."
,તમારી માહિતીના સંદર્ભમાં એકત્ર કરતી અને જાળવી રાખતી એજન્સી MWCD છે.
,અમે તમારી અંગત માહિતીની સુરક્ષા અને તમારી પ્રાઇવસીની સુરક્ષા માટે પ્રતિબદ્ધ છીએ.
,"સિસ્ટમ પર કોઈપણ માહિતી અથવા ડેટા એકત્રિત અને પ્રક્રિયા કરવામાં આવે છે તે માહિતી ટેકનોલોજી અધિનિયમ, 2000 ની જોગવાઈઓ અનુસાર તેના નિયમો અને વ્યક્તિગત ડેટાના સંગ્રહ અને પ્રક્રિયાને લગતા અન્ય રાષ્ટ્રીય અને રાજ્ય કાયદાઓ અનુસાર કરવામાં આવે છે."
,આ પ્રાઇવસી પોલિસી
,https://poshantracker.
,in
,પર ઉપલબ્ધ સેવાની શરતો સાથે વાંચવી જરૂરી છે.
,સિસ્ટમની તમારી ઍક્સેસ અને ઉપયોગ આ પ્રાઇવસી પોલિસી અને સેવાની શરતોની તમારી સ્વીકૃતિ પર શરતી છે.
,"સિસ્ટમને ઍક્સેસ કરીને અને/અથવા તેનો ઉપયોગ કરીને, તમે પ્રતિનિધિત્વ કરો છો કે તમે સેવાની શરતો અને આ પ્રાઇવસી પોલિસી વાંચી, સમજ્યા અને તેના દ્વારા બંધાયેલા છો, અને તમે તમારી માહિતી અને ડેટાને એકત્રિત, સંગ્રહિત અને નિર્ધારિત રીતે ઉપયોગમાં લેવા માટે સંમતિ આપો છો."
,આ પ્રાઇવસી પોલિસીમાં.
,તમે આથી સ્વીકારો છો કે આ પ્રાઇવસી પોલિસી ના ક્લોઝ 1 માં વર્ણવ્યા મુજબ તમારી માહિતીનો સંગ્રહ આ પ્રાઇવસી પોલિસી ના ક્લોઝ 2 અને 3 માં ઉલ્લેખિત હેતુઓને પૂર્ણ કરવા માટે જરૂરી છે.
,1. અમે એકત્રિત કરીએ છીએ તે માહિતી
,1.1. તમે અમને પ્રદાન કરો છો તે માહિતી.
,"જ્યારે તમે અમારી સેવાઓનો ઉપયોગ કરો છો ત્યારે અમે સામગ્રી અને અન્ય માહિતી એકત્રિત કરીએ છીએ, જેમાં તમે એકાઉન્ટ માટે સાઇન અપ કરો ત્યારે પણ સમાવેશ થાય છે."
,આમાં શામેલ હોઈ શકે છે- (i) નામ (ii) મોબાઈલ નંબર (iii) જન્મ તારીખ (iv) લિંગ (v) બાળકનું નામ (vi) આધાર નંબર (vii) સરનામું
,"જો તમે ઉત્પાદન અથવા સુવિધા પ્રદાન કરવા માટે જરૂરી ડેટા પ્રદાન ન કરવાનું પસંદ કરો છો, તો તમે તે ઉત્પાદન અથવા સુવિધાનો ઉપયોગ કરી શકતા નથી."
,"જો કે, તમે વ્યક્તિગત ડેટા શેર ન કરવાનું પસંદ કરી શકો છો જ્યાં ડેટા આપવો વૈકલ્પિક હોય."
,1.2. સેવાઓના ઉપયોગની માહિતી.
,"જ્યારે તમે અમારી સાઇટ્સ, એપ્લિકેશન અને પ્લેટફોર્મ ટેકનોલોજી સહિત અમારી સેવાઓની મુલાકાત લો છો અથવા અન્યથા ઉપયોગ કરો છો ત્યારે અમે વપરાશ ડેટાને લૉગ કરીએ છીએ."
,"અમે માહિતી એકત્રિત કરવા અને સંગ્રહિત કરવા માટે વિવિધ તકનીકોનો ઉપયોગ કરી શકીએ છીએ, જેમાં કૂકીઝ, સ્થાનિક સ્ટોરેજ, જેમ કે બ્રાઉઝર વેબ સ્ટોરેજ અથવા એપ્લિકેશન ડેટા કેશ, ડેટાબેસેસ અને અમુક કિસ્સાઓમાં તમારી માહિતીનો ઉપયોગ કરવા માટે સર્વર લોગનો સમાવેશ થાય છે."
,1.3. તૃતીય પક્ષો પાસેથી માહિતી.
,અમારી સિસ્ટમ ત્રીજા પક્ષની સાઇટ્સને API પ્રદાન કરે છે જે તમારી વ્યક્તિગત માહિતી એકત્રિત કરી શકે છે.
,પોશન ટ્રેકર કોઈપણ રીતે આવી માહિતી અથવા તેમની પ્રાઇવસી પ્રથાઓ અથવા તે તૃતીય-પક્ષ સાઇટ્સની સામગ્રીની સુરક્ષા માટે જવાબદાર નથી.
,"વધુમાં, તમે તૃતીય-પક્ષ સાઇટ્સના અમુક પૃષ્ઠો પર ""કૂકીઝ"" અથવા અન્ય સમાન ઉપકરણોનો સામનો પણ કરી શકો છો અને તે આથી પોશન ટ્રેકર દ્વારા સ્પષ્ટ કરવામાં આવે છે કે સિસ્ટમ આ તૃતીય-પક્ષ સાઇટ્સ દ્વારા કૂકીઝના ઉપયોગને નિયંત્રિત કરતી નથી."
,આ તૃતીય-પક્ષ સેવા પ્રદાતાઓ અને તૃતીય-પક્ષ સાઇટ્સની તમારી માહિતીના સંગ્રહ અને જાળવણીને સંચાલિત કરતી તેમની પોતાની પ્રાઇવસી પોલિસીઓ હોઈ શકે છે જેને તમે આધીન હોઈ શકો છો.
,"આ પ્રાઇવસી પોલિસી આ તૃતીય-પક્ષ પ્રદાતાઓ અને તૃતીય-પક્ષ સાઇટ્સને પ્રદાન કરેલી, સંગ્રહિત અથવા ઉપયોગમાં લેવાતી કોઈપણ માહિતીને સંચાલિત કરતી નથી."
,"અમે ભલામણ કરીએ છીએ કે જ્યારે તમે તૃતીય-પક્ષ સાઇટ દાખલ કરો, ત્યારે તમે થર્ડ પાર્ટી સાઇટની પ્રાઇવસી પોલિસી ની સમીક્ષા કરો કારણ કે તે તમારી માહિતીની સુરક્ષા સાથે સંબંધિત છે."
,તમે સંમત થાઓ છો અને સ્વીકારો છો કે શોધ પરિણામોમાં અથવા કોઈપણ તૃતીય-પક્ષ સાઇટ્સ દ્વારા પ્રકાશિત માહિતી માટે પોશન ટ્રેકર જવાબદાર રહેશે નહીં.
,2. અમે વ્યક્તિગત માહિતીનો ઉપયોગ કેવી રીતે કરીએ છીએ
,અમે અમારી બધી સેવાઓમાંથી અમે જે માહિતી એકત્રિત કરીએ છીએ તેનો ઉપયોગ અમે નીચેના હેતુઓ માટે કરીએ છીએ:
,2.1. અમારી સેવાઓ પહોંચાડો.
,કલમ 1 હેઠળ એકત્રિત કરવામાં આવેલી માહિતીનો ઉપયોગ લાભાર્થીઓના સ્વાસ્થ્યની સુવિધાના હેતુ માટે કરવામાં આવશે.
,"અમે અમારા ઉત્પાદનો પ્રદાન કરીએ છીએ, જેમાં સિસ્ટમની માહિતી/ડેટા/ સામગ્રીઓ અને સામગ્રીઓને અપડેટ કરવા, સુરક્ષિત કરવા અને મુશ્કેલીનિવારણ તેમજ સપોર્ટ પ્રદાન કરવાનો સમાવેશ થાય છે."
,"જ્યારે તમે પોશન ટ્રેકર પર નોંધણી કરાવો છો, ત્યારે તમે જે મોબાઈલ નંબર સાથે નોંધણી કરી હતી તેનો ઉપયોગ ડેટાબેઝમાંથી તમારો રેકોર્ડ શોધવા માટે કરવામાં આવશે."
,આનો ઉપયોગ પોશન ટ્રેકર સિસ્ટમમાં નોંધાયેલા સ્વાસ્થ્યની સ્થિતિનું મૂલ્યાંકન કરવા માટે પણ થઈ શકે છે.
,2.2. તમારી સાથે વાતચીત.
,"અમે તમને નોંધણી વિશે ચેતવણી આપવા માટે તમારા રજિસ્ટર્ડ મોબાઇલ નંબર પર SMS પણ મોકલીએ છીએ, જ્યારે તમે અમારો સંપર્ક કરો છો ત્યારે અમે તમારી માહિતીનો ઉપયોગ તમને પ્રતિસાદ આપવા અને ફરિયાદોની તપાસ કરવા, જવાબ આપવા અને ઉકેલવા માટે અને સેવા સમસ્યાઓ (દા. ત. ભૂલો) માટે પણ કરીએ છીએ."
,2.3. ચકાસણી.
,અમે અમારી પાસેની માહિતીનો ઉપયોગ એકાઉન્ટ ચકાસવામાં મદદ કરવા માટે કરીએ છીએ.
,પોશન ટ્રેકર નિયંત્રણ અને પ્રતિભાવના હેતુઓ માટે આરોગ્યની સ્થિતિની ચકાસણી માટે રેકોર્ડનો ઉપયોગ કરી શકાય છે.
,2.4. સુરક્ષા અને ઓડિટ.
,"અમે તમારા ડેટાનો ઉપયોગ (તમારા સંદેશાવ્યવહાર સહિત) સુરક્ષા હેતુઓ માટે અથવા સંભવિત છેતરપિંડી અથવા અમારી સેવાની શરતોના અન્ય ઉલ્લંઘનો અને/અથવા અમારા સભ્યો, મુલાકાતીઓ અથવા અન્ય લોકોને નુકસાન પહોંચાડવાના પ્રયાસોને રોકવા અથવા તપાસ કરવા માટે કરીએ છીએ."
,સિસ્ટમની સુરક્ષા અને માપનીયતા માટે MWCD દ્વારા રોકાયેલા ઓડિટર્સ દ્વારા પોશન ટ્રેકર સિસ્ટમનું નિયમિતપણે ઓડિટ કરવામાં આવે છે.
,આવા ઓડિટ માટે રેકોર્ડનો ઉપયોગ થઈ શકે છે.
,2.5. સંશોધન અને ઓપરેશનલ પ્રવૃત્તિઓ.
,"અમે અમારી સેવાઓનું સંચાલન કરવા માટે પણ ડેટાનો ઉપયોગ કરીએ છીએ, જેમાં અમારી કામગીરીનું પૃથ્થકરણ, અમારી કાનૂની જવાબદારીઓ પૂરી કરવી, અમારા કાર્યબળને વિકસાવવા અને સંશોધન કરવાનો સમાવેશ થાય છે."
,અમે માહિતીનો ઉપયોગ સિસ્ટમની સુધારણા માટે અને સિસ્ટમની જોગવાઈને લગતા આનુષંગિક અથવા આનુષંગિક કાર્યો માટે અને નવી તકનીકો અને સેવાઓ વિકસાવવા અને પ્રદાન કરવા માટે ચોક્કસ જરૂરી કામગીરી કરવા માટે પણ કરી શકીએ છીએ.
,2.6. સર્વેક્ષણો અને પ્રતિભાવો.
,સિસ્ટમ સિસ્ટમની કામગીરી અને અનુભવ વિશે પ્રતિસાદ પણ લે છે.
,"આ હેતુઓ માટે નામ, મોબાઇલ નંબર, નોંધણીની તારીખ અને આરોગ્યની સ્થિતિ વિશેની માહિતીનો ઉપયોગ કરી શકાય છે"
,3. માહિતીની વહેંચણી
,3.1. આરોગ્ય પ્રગતિ ટ્રેકિંગ.
,"ઉપરોક્ત કલમ 1 હેઠળ નોંધણી સમયે તમારી પાસેથી એકત્રિત કરવામાં આવેલી વ્યક્તિગત માહિતી, સુરક્ષિત રીતે સંગ્રહિત કરવામાં આવશે અને તેનો ઉપયોગ માત્ર ભારત સરકાર અથવા રાજ્ય સરકારો દ્વારા આરોગ્યની પ્રગતિ અને સ્થિતિને ટ્રેક કરવા, અહેવાલો બનાવવા, ગરમીના નકશા અને અન્ય આંકડાકીય હેતુઓ માટે કરવામાં આવશે."
,દેશમાં પોશન ટ્રેકરના સંચાલનના હેતુ માટે વિઝ્યુલાઇઝેશન.
,ઉપરની કલમ 1 મુજબ SMS દ્વારા તમારી સાથે વાતચીત કરવા માટે તમારો સંદર્ભ ID (મોબાઇલ નંબર) ફક્ત તમારી વ્યક્તિગત માહિતી સાથે સહ-સંબંધિત રહેશે.
,"અમે તમારી સંમતિ વિના કોઈપણ અન્ય તૃતીય પક્ષોને તમારી માહિતી જાહેર અથવા સ્થાનાંતરિત કરતા નથી, સિવાય કે આવી જાહેરાત અથવા સ્થાનાંતરણ:"
,1. કોઈપણ લાગુ કાયદા અથવા કોર્ટના આદેશ અથવા નિર્દેશનું પાલન કરવા માટે જરૂરી; અથવા
